id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q2 Cleaned,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q4 Cleaned,Q5: What movie do you think of when thinking of this food item?,Q5 Cleaned,Q6: What drink would you pair with this food item?,Q6 Cleaned,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
389697,1,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,15,Ghibli movies,ghibli movies,"Green tea

Water",green tea water,"Parents,Siblings,Friends",None,Sushi
714430,4,10,10,At a party,9 dollars,9,spiderman,spiderman,orange juice,orange juice,Strangers,None,Sushi
612567,3,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$5,5,Your Name,your name,Matcha,matcha,Friends,None,Sushi
744468,2,3,3,"Week day lunch,Weekend dinner",$2,2,Bladerunner,bladerunner,Water,water,Strangers,None,Sushi
502722,4,Around 6-7 ingredients for a sushi roll with 3-4 simple ingredients. ,6-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","In Toronto, around $12-15 for a single combo of sushi.",12-15,A Silent Voice (2016),a silent voice,Water,water,Friends,None,Sushi
519681,2,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,5,Everything Everywhere All At Once,everything everywhere all at once,Water,water,"Parents,Friends",None,Sushi
631125,5,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,15,Monsters Inc.,monsters inc,None,none,Strangers,None,Sushi
606119,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1,1,Isle of Dogs,isle of dogs,Tea,tea,"Parents,Siblings",A little (mild),Sushi
627252,5,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15,15,Monsters Inc.,monsters inc,Water,water,"Parents,Teachers",A little (mild),Sushi
616568,4,2,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3 dollars,3,jiro dreams of sushi,jiro dreams of sushi,sake,sake,"Parents,Siblings,Friends",A little (mild),Sushi
603838,5,8,8,"Week day lunch,Week day dinner",20,20.00,Jiro Dreams of Sush,jiro dreams of sush,Green Tea,green tea,Friends,None,Sushi
719735,5,"1. Rice

2. Fish",2,"Week day dinner,Weekend lunch,Weekend dinner",$15,15,Jiro Dreams of Sushi,jiro dreams of sushi,Hot or Iced Tea,hot or iced tea,"Parents,Siblings,Friends",None,Sushi
608062,5,5,5,"Week day dinner,Weekend dinner",$15,15,Parasite,parasite,Water ,water,Friends,None,Sushi
608704,5,5,5,"Week day dinner,Weekend dinner,At a party",$20,20,Finding Nemo,finding nemo,Wine,wine,"Parents,Friends",None,Sushi
520383,3,"Not very many, but it depends. Around 4.",4,"Week day dinner,Weekend dinner","Depends on how many pieces are in a serving, but this food item is expensive.",,I don't think of a movie when thinking of this food item,N/A,Sake!,sake,"Parents,Friends",None,Sushi
603793,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,10,doraemon,doraemon,ocha,ocha,"Parents,Siblings",A little (mild),Sushi
603933,3,5-10,5-10,Weekend dinner,80 dollars,80,Jiro Dreams of Sushi,jiro dreams of sushi,juice,juice,Friends,None,Sushi
605519,4,4,4,"Week day lunch,Weekend lunch,Weekend dinner",10 dollars,10,Finding Nemo,finding nemo,Green Tea,green tea,Strangers,A little (mild),Sushi
524803,2,"2, or 3+",2-3,"Weekend lunch,Weekend dinner",$5,5,Tokyo Story (1953),tokyo story,Green tea,green tea,Strangers,None,Sushi
629712,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,20,Parasite,parasite,Water,water,"Parents,Siblings,Friends",None,Sushi
627505,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11.00,11.00,Inception,inception,Water,water,Friends,A moderate amount (medium),Sushi
526131,4,"I would expect it to have:

* Seawead

* Rice

* Cucumbers

* Salmon

* Avacado

* Possibly some sweet sauces",6,"Week day dinner,Weekend dinner,Late night snack",I would expect to pay about $9 per serving. This is based on how much I usually have to pay.,9,"I would associate it with movie series like ""Pleasant Goat and Big Big Wolf"", as that was one of the childhood shows I watched, from the time when we could sometimes go and eat out as a family.",i would associate it with movie series like pleasant goat and big big wolf as that was one of the childhood shows i watched from the time when we could sometimes go and eat out as a family,"I would pair this item with water. It is usually not dry or dehydrating so I don't usually drink much with it, but water is more than enough.",water,"Parents,Siblings",None,Sushi
607065,4,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,20,The Karate Kid,the karate kid,Wine,wine,"Parents,Friends,Strangers",A little (mild),Sushi
500077,4,20,20,At a party,$13,13,none,N/A,water,water,Strangers,A moderate amount (medium),Sushi
633350,2,"5

 ",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,12,Your Name,your name,Green tea ,green tea,"Siblings,Friends",None,Sushi
601945,4,5,5,"Week day dinner,Weekend lunch,Weekend dinner",10 CAD,10,Wolf of Wall Street,wolf of wall street,Wine,wine,"Parents,Friends",A little (mild),Sushi
629878,2,3 to 6,3-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8 to $20,8-20,Spirited Away (or any Japanese movie in general),spirited away or any japanese movie in general,Tea,tea,"Parents,Friends",A lot (hot),Sushi
712766,3,Around 3-6 ingredients,3-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 8-15 dollars for one serving,8-15,Wolverine,wolverine,Tea,tea,"Siblings,Friends",None,Sushi
603664,1,2,2,Week day dinner,9,9,Jiro Dreams of Sushi,jiro dreams of sushi,Calpis,calpis,Parents,None,Sushi
840827,5,4,4,Weekend dinner,$20,20,Romance movie,romance movie,Water,water,"Parents,Friends",None,Sushi
604897,4,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",35,35,Food wars,food wars,Tea,tea,"Parents,Siblings,Friends",None,Sushi
525422,3,4,4,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,15.00,None,N/A,Water,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
602560,4,Maybe 3 to 4 ingredients. ,3-4,"Weekend lunch,Weekend dinner",Somewhere in the late 20's or early 30's. Maybe 28 bucks. ,28,Some Japanese movie or some action movie. ,some japanese movie or some action movie,Maybe some cocktail like Gin Martini. ,gin martini,Parents,None,Sushi
738379,4,4-6,4-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-$50,10-50,Jiro Dreams of Sushi,jiro dreams of sushi,Green tea or water,green tea or water,"Parents,Siblings,Friends",None,Sushi
622023,4,5,5,"Week day dinner,Weekend dinner,At a party",20,20,Wolf of Wallstreet,wolf of wallstreet,Coke Zero,coca cola zero,Friends,A moderate amount (medium),Sushi
604770,2,4,4,Week day lunch,9,9,Godzilla,godzilla,no drink,no drink,Strangers,None,Sushi
608318,5,5-6,5-6,"Week day dinner,Weekend lunch,Weekend dinner",$8-12,8-12,Johnny English,johnny english,Sake,sake,"Siblings,Friends",None,Sushi
626757,3,3,3,Weekend dinner,12 dollars,12,Fast and Furious: Tokyo Drift,fast and furious tokyo drift,Tea,tea,Parents,None,Sushi
745297,5,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11,11,Karate Kid,karate kid,Water,water,"Friends,Strangers",A little (mild),Sushi
627599,2,3,3,"Week day dinner,Weekend dinner,At a party",$16,16,Scary Movie 4 (2006),scary movie 4,Water,water,"Parents,Siblings,Friends",None,Sushi
520037,4,4,4,"Week day dinner,Weekend dinner",10,10,Finding Nemo,finding nemo,Beer,beer,"Parents,Siblings",None,Sushi
632189,1,3,3,"Week day dinner,Weekend dinner,At a party,Late night snack",2,2,Jiro dreams of sushi,jiro dreams of sushi,Water,water,"Parents,Friends,Strangers",None,Sushi
627636,4,Minimum 3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Between $6 and $12,6-12,Monster house,monster house,Water,water,"Friends,Strangers",A little (mild),Sushi
295428,4,"high quality raw fish, rice, vinegar, seaweed, sesame",5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$20,20,the big short,the big short,sake,sake,"Parents,Siblings,Friends",None,Sushi
228777,4,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,14,kill bill ,kill bill,water,water,Siblings,None,Sushi
609278,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,12,The Little Mermaid,the little mermaid,Miso soup,miso soup,"Parents,Friends",None,Sushi
614089,4,3,3,"Weekend dinner,At a party",25 CAD,25,Lost in Translation,lost in translation,Water,water,"Siblings,Strangers",None,Sushi
607517,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,15,Recep Ivedik 2,recep ivedik 2,Sake,sake,"Parents,Siblings",None,Sushi
714607,2,4,4,"Week day lunch,Weekend lunch",$4,4,Pirates of the Carribeans,pirates of the carribeans,Matcha,matcha,"Siblings,Friends",None,Sushi
716650,3,"I would say the number of ingredients varies largely based on the complexity of one's order. However, if I had to generalize, I would say about 5 ingredients.",5,"Week day dinner,Weekend dinner",I would expect to pay upwards of $12 for one serving of this food item. ,12,The movie that comes to mind for this food item is the Big Short. There is one scene that is very vivid and eye-opening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item.,the movie that comes to mind for this food item is the big short there is one scene that is very vivid and eye-opening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item,I would pair water with lemon with this food item since it is usually eaten at a sit down.,water with lemon,"Parents,Siblings,Friends",A little (mild),Sushi
497695,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,20,Crazy Rich Asians,crazy rich asians,Water,water,"Parents,Siblings,Friends",None,Sushi
496858,4,"The simplest sushi would contain 3 ingredients: rice, seaweed, and fish. But maybe a sushi that is more complex would have avocado, tofu, cucumber, crab. So anywhere from 3-7+ ingredients. ",3-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Sushi is a bit pricy sometimes depending on the seafood, so maybe around $12-17. ",12-17,"I watched the harry potter series with my friends while eating sushi, so I associate sushi with harry potter.",i watched the harry potter series with my friends while eating sushi so i associate sushi with harry potter,I would eat sushi with some bubble tea!,bubble tea,Friends,None,Sushi
608688,3,5,5,"Weekend lunch,Weekend dinner",$15,15,"Jiro Dreams of Sushi, East Side Sushi, Finding Nemo",jiro dreams of sushi east side sushi finding nemo,Tea,tea,Friends,A moderate amount (medium),Sushi
604386,3,3,3,"Week day dinner,Weekend dinner,At a party",30,30.00,Jiro Dreams of Sushi,jiro dreams of sushi,tea,tea,Friends,None,Sushi
628559,5,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,19,Spirited Away,spirited away,Green tea,green tea,Parents,None,Sushi
715152,4,9,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25$,25,"Any japanese movie, and animes ",any japanese movie and animes,Bubble Tea,bubble tea,"Parents,Siblings,Friends",None,Sushi
604110,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,15,"Monsters, Inc.",monsters inc,Juice,juice,Parents,None,Sushi
629010,3,5,5,"Week day dinner,Weekend dinner,At a party",$10,10,Kill Bill,kill bill,Lemon Water,lemon water,"Parents,Friends",None,Sushi
605254,4,4,4,"Week day dinner,Weekend lunch,Weekend dinner",10,10,cloudy with a chance of meatballs,cloudy with a chance of meatballs,hot green tea,hot green tea,"Parents,Friends",None,Sushi
628990,4,5,5,"Weekend lunch,Weekend dinner",$18,18,Jiro Dreams of Sushi,jiro dreams of sushi,Soju,soju,Parents,None,Sushi
625295,3,9,9,"Week day dinner,Weekend dinner,At a party",$10.00,10.00,Spirited away,spirited away,Water,water,"Parents,Friends",None,Sushi
603415,4,6-8,6-8,"Week day dinner,Weekend lunch,Weekend dinner",$8-14,8-14,Spirited Away,spirited away,Tea,tea,"Parents,Friends",None,Sushi
635533,3,3,3,Weekend dinner,30,30,Jiro Dreams of Sushi,jiro dreams of sushi,rice wine,rice wine,"Parents,Friends",None,Sushi
630389,4,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,20,Jiro Dreams of Sushi,jiro dreams of sushi,Tea,tea,"Parents,Siblings,Friends",None,Sushi
714901,5,Four,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Thirty dollars,30,Bullet Train,bullet train,Water,water,Friends,None,Sushi
629792,3,"5: rice, seaweed, fish, avocado, cucumber",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$8 (a roll),8,monsters inc,monsters inc,sake,sake,"Parents,Siblings,Friends",None,Sushi
629025,5,9,9,"Week day dinner,At a party",$20,20,squid game,squid game,water,water,Strangers,None,Sushi
524441,4,6,6,Weekend dinner,$15,15,Finding Nemo,finding nemo,Boba,boba,Siblings,None,Sushi
389109,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30 (unless we're talking like Monkey Sushi's BOGO offers which is really cheap for some reason...),30,Monster Inc,monster inc,Jasmine or roasted green tea,jasmine or roasted green tea,Friends,None,Sushi
631216,2,5,5,"Week day lunch,Week day dinner",20,20,na,na,water,water,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
738875,4,5,5,"Week day lunch,Weekend lunch,At a party",$8,8,Crazy Rich Asians,crazy rich asians,Milk tea,milk tea,"Siblings,Friends,Strangers",A little (mild),Sushi
634669,2,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$6.96,6.96,Jiro Dreams of Sushi,jiro dreams of sushi,Sake,sake,"Friends,Strangers",None,Sushi
409940,1,2,2,Weekend dinner,15$,15,spirited away,spirited away,miso soup,miso soup,"Parents,Friends",None,Sushi
399605,1,3,3,"Weekend dinner,At a party",15,15,spirit away,spirit away,barley tea,barley tea,Friends,None,Sushi
721831,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,12,John Wick,john wick,Sake,sake,None,None,Sushi
835223,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,10,-,N/A,Green tea,green tea,"Parents,Siblings,Friends",A little (mild),Sushi
712938,4,3,3,Weekend dinner,17,17,Spirited Away,spirited away,Calpis,calpis,Strangers,None,Sushi
395712,5,4 ingredients ,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$15 - $20,15-20,Jiro Dreams of sushi,jiro dreams of sushi,No drink.,no drink,Friends,A little (mild),Sushi
603388,4,3,3,"Week day dinner,Weekend lunch,Weekend dinner",20 cad,20,jiro dreams of sushi,jiro dreams of sushi,Oolong tea,oolong tea,"Parents,Siblings,Friends",None,Sushi
617774,5,10,10,"Weekend lunch,Weekend dinner",Anywhere from 5.99 to 25.99,5.99-25.99,Gran Turismo,gran turismo,Water,water,"Friends,Teachers,Strangers",None,Sushi
289440,5,2,2,"Weekend dinner,At a party",10,10, Lost in Translation,lost in translation,tea,tea,"Parents,Friends,Strangers",None,Sushi
714503,2,2,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,10,short movie because I eat it fast,short movie because i eat it fast,soybean milk,soybean milk,"Teachers,Strangers",A little (mild),Sushi
714893,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10.00,10,The breakfast club,the breakfast club,Water,water,"Friends,Strangers",None,Sushi
601094,5,"8 ingredients (nori, rice, mayo, soy sauce, fish, cucumber, avocado, sesame seeds)",8,"Weekend lunch,Weekend dinner",$13.00,13,Spirited Away,spirited away,hot tea,hot tea,"Friends,Strangers",A moderate amount (medium),Sushi
618150,4,3,3,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",$12,12,None,N/A,"water, iced-tea",water icedtea,"Friends,Strangers",A little (mild),Sushi
607944,3,4,4,"Week day dinner,Weekend lunch,Weekend dinner",15-20,15-20,Ponyo,ponyo,Tea,tea,"Parents,Siblings",None,Sushi
629844,5,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$15,15,Samurai Jack,samurai jack,Orange juice,orange juice,"Parents,Siblings,Friends",None,Sushi
626482,5,4,4,"Weekend dinner,At a party",20,20,Kung Fu Panda,kung fu panda,None,N/A,Friends,None,Sushi
609257,4,3,3,"Week day lunch,Weekend dinner,At a party",18$,18,Mean Girls,mean girls,Water,water,"Parents,Siblings,Friends",None,Sushi
717921,2,10,10,"Week day dinner,Weekend dinner,At a party",$20,20,Girl's Trip,girl's trip,Water,water,Friends,None,Sushi
181851,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,15,None,N/A,water,water,"Parents,Siblings,Friends",None,Sushi
629041,2,4,4,"Week day lunch,At a party",14 dollars,14,My Neighbor Totoro,my neighbor totoro,tea,tea,Strangers,None,Sushi
604062,2,Two to three.,2-3,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$2 for like a single piece of sushi?,2,Anime I guess,anime i guess,Green tea!,green tea,"Parents,Siblings",None,Sushi
716749,2,4 or 5,4-5,"Week day lunch,Week day dinner,Late night snack",15-20 dollar,15-20,no,N/A,Miso Soup， tea,tea,"Siblings,Friends",A little (mild),Sushi
633143,4,"Around 5 depending on the type of sushi you make. But for the average Sushi, I expect 5.",5,"Week day lunch,Week day dinner,Weekend lunch",Around $10,10,Passengers(2016),passengers,Water,water,Siblings,None,Sushi
743828,2,5,5,"Week day dinner,Weekend dinner",7,7,Finding Nemo,finding nemo,Water,water,"Parents,Siblings,Friends",None,Sushi
520861,4,4,4,"Weekend lunch,Weekend dinner,At a party",20,20,Madagascar,madagascar,Tea,tea,Friends,None,Sushi
517019,5,3,3,"Week day dinner,Weekend dinner,Late night snack",7,7,Spirited Away,spirited away,Beer,beer,"Friends,Strangers",None,Sushi
626779,2,"fish, rice, seaweed",3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13,13,i dont know,N/A,none,N/A,"Parents,Siblings",None,Sushi
611716,2,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,10,Bladerunner,bladerunner,miso soup,miso soup,Friends,None,Sushi
