"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2 Cleaned","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4 Cleaned","Q5 Cleaned","Q6 Cleaned","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"496858","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","14.5","i watched the harry potter series with my friends while eating sushi so i associate sushi with harry potter","bubble tea","Friends","N/A","Sushi"
"608688","3","5.0","Weekend lunch,Weekend dinner","15.0","jiro dreams of sushi east side sushi finding nemo","tea","Friends","A moderate amount (medium)","Sushi"
"604386","3","3.0","Week day dinner,Weekend dinner,At a party","30.0","jiro dreams of sushi","tea","Friends","N/A","Sushi"
"628559","5","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","19.0","spirited away","green tea","Parents","N/A","Sushi"
"715152","4","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","25.0","any japanese movie and animes","bubble tea","Parents,Siblings,Friends","N/A","Sushi"
"604110","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","monsters inc","juice","Parents","N/A","Sushi"
"629010","3","5.0","Week day dinner,Weekend dinner,At a party","10.0","kill bill","lemon water","Parents,Friends","N/A","Sushi"
"605254","4","4.0","Week day dinner,Weekend lunch,Weekend dinner","10.0","cloudy with a chance of meatballs","hot green tea","Parents,Friends","N/A","Sushi"
"628990","4","5.0","Weekend lunch,Weekend dinner","18.0","jiro dreams of sushi","soju","Parents","N/A","Sushi"
"625295","3","9.0","Week day dinner,Weekend dinner,At a party","10.0","spirited away","water","Parents,Friends","N/A","Sushi"
"603415","4","7.0","Week day dinner,Weekend lunch,Weekend dinner","11.0","spirited away","tea","Parents,Friends","N/A","Sushi"
"635533","3","3.0","Weekend dinner","30.0","jiro dreams of sushi","rice wine","Parents,Friends","N/A","Sushi"
"630389","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","jiro dreams of sushi","tea","Parents,Siblings,Friends","N/A","Sushi"
"714901","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","30.0","bullet train","water","Friends","N/A","Sushi"
"629792","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","8.0","monsters inc","sake","Parents,Siblings,Friends","N/A","Sushi"
"629025","5","9.0","Week day dinner,At a party","20.0","squid game","water","Strangers","N/A","Sushi"
"524441","4","6.0","Weekend dinner","15.0","finding nemo","boba","Siblings","N/A","Sushi"
"389109","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","30.0","monster inc","jasmine or roasted green tea","Friends","N/A","Sushi"
"631216","2","5.0","Week day lunch,Week day dinner","20.0","na","water","Siblings,Friends","I will have some of this food item with my hot sauce","Sushi"
"738875","4","5.0","Week day lunch,Weekend lunch,At a party","8.0","crazy rich asians","milk tea","Siblings,Friends,Strangers","A little (mild)","Sushi"
"634669","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","7.0","jiro dreams of sushi","sake","Friends,Strangers","N/A","Sushi"
"409940","1","2.0","Weekend dinner","15.0","spirited away","miso soup","Parents,Friends","N/A","Sushi"
"399605","1","3.0","Weekend dinner,At a party","15.0","spirit away","barley tea","Friends","N/A","Sushi"
"721831","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","john wick","sake","N/A","N/A","Sushi"
"835223","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","N/A","green tea","Parents,Siblings,Friends","A little (mild)","Sushi"
"712938","4","3.0","Weekend dinner","17.0","spirited away","calpis","Strangers","N/A","Sushi"
"395712","5","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","17.5","jiro dreams of sushi","no drink","Friends","A little (mild)","Sushi"
"603388","4","3.0","Week day dinner,Weekend lunch,Weekend dinner","20.0","jiro dreams of sushi","oolong tea","Parents,Siblings,Friends","N/A","Sushi"
"617774","5","10.0","Weekend lunch,Weekend dinner","16.0","gran turismo","water","Friends,Teachers,Strangers","N/A","Sushi"
"289440","5","2.0","Weekend dinner,At a party","10.0","lost in translation","tea","Parents,Friends,Strangers","N/A","Sushi"
"714503","2","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","short movie because i eat it fast","soybean milk","Teachers,Strangers","A little (mild)","Sushi"
"714893","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","the breakfast club","water","Friends,Strangers","N/A","Sushi"
"601094","5","8.0","Weekend lunch,Weekend dinner","13.0","spirited away","hot tea","Friends,Strangers","A moderate amount (medium)","Sushi"
"618150","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","12.0","N/A","water icedtea","Friends,Strangers","A little (mild)","Sushi"
"607944","3","4.0","Week day dinner,Weekend lunch,Weekend dinner","17.5","ponyo","tea","Parents,Siblings","N/A","Sushi"
"629844","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","samurai jack","orange juice","Parents,Siblings,Friends","N/A","Sushi"
"626482","5","4.0","Weekend dinner,At a party","20.0","kung fu panda","N/A","Friends","N/A","Sushi"
"609257","4","3.0","Week day lunch,Weekend dinner,At a party","18.0","mean girls","water","Parents,Siblings,Friends","N/A","Sushi"
"717921","2","10.0","Week day dinner,Weekend dinner,At a party","20.0","girls trip","water","Friends","N/A","Sushi"
"181851","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","N/A","water","Parents,Siblings,Friends","N/A","Sushi"
"629041","2","4.0","Week day lunch,At a party","14.0","my neighbor totoro","tea","Strangers","N/A","Sushi"
"604062","2","2.5","Week day dinner,Weekend lunch,Weekend dinner,At a party","2.0","anime i guess","green tea","Parents,Siblings","N/A","Sushi"
"716749","2","4.5","Week day lunch,Week day dinner,Late night snack","17.5","N/A","tea","Siblings,Friends","A little (mild)","Sushi"
"633143","4","5.0","Week day lunch,Week day dinner,Weekend lunch","10.0","passengers","water","Siblings","N/A","Sushi"
"743828","2","5.0","Week day dinner,Weekend dinner","7.0","finding nemo","water","Parents,Siblings,Friends","N/A","Sushi"
"520861","4","4.0","Weekend lunch,Weekend dinner,At a party","20.0","madagascar","tea","Friends","N/A","Sushi"
"517019","5","3.0","Week day dinner,Weekend dinner,Late night snack","7.0","spirited away","beer","Friends,Strangers","N/A","Sushi"
"626779","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","N/A","N/A","Parents,Siblings","N/A","Sushi"
"611716","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","bladerunner","miso soup","Friends","N/A","Sushi"
"193195","5","3.0","Week day dinner,Weekend dinner,At a party","20.0","kill bill","water","Parents,Siblings,Friends","A little (mild)","Sushi"
"627530","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","14.0","koe no katachi","tea","Parents,Friends","N/A","Sushi"
"626479","5","5.0","Weekend dinner,At a party","10.0","isle of dogs","water","Parents,Friends","N/A","Sushi"
"624540","5","3.0","Weekend lunch","20.0","N/A","korea drink japanese drink","Friends","N/A","Sushi"
"625315","5","4.5","Week day dinner,Weekend dinner","17.0","the breakfast club","tea","Siblings,Friends","N/A","Sushi"
"601941","3","4.0","Week day dinner,Weekend lunch,Weekend dinner","15.0","crayon shin chan the movie","oolong tea","Parents,Friends","N/A","Sushi"
"723968","1","12.0","Weekend lunch,Weekend dinner,At a party","15.0","ratatouille","nestea","Parents,Friends","A little (mild)","Sushi"
"715806","3","5.0","Week day lunch,Late night snack","13.0","dreams of sushi","water","Parents,Siblings","N/A","Sushi"
"720045","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","11.0","finding nemo","water","Parents,Siblings,Friends","N/A","Sushi"
"713585","4","5.0","Week day dinner,Weekend dinner,At a party","30.0","N/A","sake","Parents,Friends","N/A","Sushi"
"611188","2","4.0","Week day lunch,Week day dinner,Weekend lunch","12.0","spirited away","tea","Friends","N/A","Sushi"
"606726","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","crazy rich asians","juice","Parents,Friends,Strangers","N/A","Sushi"
"629142","1","3.5","Week day lunch,Weekend dinner","14.0","i think of the movie jiro dreams of sushi","tea or juice","Friends","N/A","Sushi"
"634825","2","3.0","Weekend dinner","12.0","your name","tea","Friends","N/A","Sushi"
"613409","3","3.0","Week day dinner,Weekend dinner,At a party,Late night snack","6.0","memoirs of a geisha","water","Parents","A little (mild)","Sushi"
"633224","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","kung fu panda","water","Siblings,Friends","N/A","Sushi"
"738850","4","5.0","Week day dinner,Weekend lunch,Weekend dinner","12.0","masterchef","tea","Parents,Friends","A little (mild)","Sushi"
"500470","3","3.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","8.5","N/A","water","Friends","N/A","Sushi"
"13183","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","memoirs of a geisha","water","Siblings,Friends","N/A","Sushi"
"627169","2","5.0","Week day dinner,Weekend dinner,At a party,Late night snack","20.0","the wolverine","champagne","Parents","N/A","Sushi"
"229041","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","17.5","kung fu panda","tea","Parents,Friends","N/A","Sushi"
"496344","3","3.0","Week day dinner,Weekend lunch,At a party","4.0","bullet train","oolong tea","Parents,Siblings,Friends","N/A","Sushi"
"409723","3","7.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","12.0","the breakfast club","sake","Friends,Strangers","N/A","Sushi"
"630949","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","4.0","the godfather","tea","Siblings,Friends","N/A","Sushi"
"413014","3","6.0","Week day lunch,Week day dinner,Weekend dinner,At a party","9.0","a japanese anime movie such as spirited away","sake japanese rice wine","Parents,Friends","A moderate amount (medium)","Sushi"
"310438","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","john wick","sake","Friends","N/A","Sushi"
"627430","5","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","ponyo","tea","Siblings,Friends,Teachers","A little (mild)","Sushi"
"526510","3","5.0","Week day lunch,Weekend lunch","20.0","N/A","water","Friends","A lot (hot)","Sushi"
"390823","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","finding nemo","tea","Parents,Friends","N/A","Sushi"
"717116","3","5.5","Week day dinner,Weekend dinner,Late night snack","25.0","lost in translation","wine tea sparkling water","Parents","N/A","Sushi"
"712143","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","monster","sake","Friends","I will have some of this food item with my hot sauce","Sushi"
"612538","5","3.0","Week day dinner,Weekend dinner,At a party","9.0","cars","tea","Parents,Siblings,Friends","N/A","Sushi"
"627539","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.0","the last samurai","tea","Parents","N/A","Sushi"
"603812","5","2.0","Weekend lunch,Weekend dinner","20.0","kill bill","sake","Parents,Siblings,Friends","N/A","Sushi"
"740568","5","3.0","Week day dinner,Weekend dinner","14.0","cars","water","Parents","N/A","Sushi"
"712702","2","3.0","Week day dinner,Weekend dinner,Late night snack","10.0","spirited away","lemon tea","Parents,Friends","N/A","Sushi"
"519638","3","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","dune","water","Parents,Siblings,Friends","N/A","Sushi"
"627800","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","suzume","tea","Parents,Siblings,Friends","N/A","Sushi"
"406863","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","kung fu panda","bubble tea","Friends","N/A","Sushi"
"726962","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","30.0","detective conan","coke","Parents,Siblings","N/A","Sushi"
"628077","4","5.0","Week day lunch,Week day dinner,Weekend lunch","12.0","big hero","water","Parents,Siblings,Friends","N/A","Sushi"
"601693","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","shark tale","water","Parents,Siblings,Friends","N/A","Sushi"
"517096","4","2.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","snowpiercer","sake","Friends,Strangers","A lot (hot)","Sushi"
"606821","5","8.0","Week day dinner,Weekend dinner","20.0","yakuza","sake","Parents,Teachers","N/A","Sushi"
"455047","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","N/A","water tea","Parents,Siblings,Friends","N/A","Sushi"
"625576","3","8.0","Week day lunch,At a party","12.0","finding nemo","water","Friends","N/A","Sushi"
"747734","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.5","the godfather","soda","Siblings,Friends","A moderate amount (medium)","Pizza"
"517064","2","7.5","Week day lunch,At a party","3.5","teenage mutant ninja turtles","rootbeer","Parents","N/A","Pizza"
"387330","4","15.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","wizards of waverly place movie","up","Friends","A little (mild)","Pizza"
"746750","3","6.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","for some reason home alone is the first thing that came to mind","pepsi","Friends,Strangers","A little (mild)","Pizza"
"629285","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","12.0","home alone","coke","Friends","I will have some of this food item with my hot sauce","Pizza"
"743488","4","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","spiderman","soda","Parents,Siblings","N/A","Pizza"
"523710","2","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","home alone","coke","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"635179","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.0","avengers","sprite","Friends","A little (mild)","Pizza"
"313562","1","8.0","Weekend dinner,At a party,Late night snack","2.0","fast and furious","crush","Siblings,Friends","A moderate amount (medium)","Pizza"
"712670","2","3.0","Weekend dinner,At a party,Late night snack","4.0","i think about the movie ratatouille as it took place in italy and pizza reminds me of italy","coca cola","Friends","A little (mild)","Pizza"
"635627","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","rush hour","coke","Friends,Teachers","N/A","Pizza"
"524485","4","10.0","Week day lunch,Weekend lunch,At a party","8.0","teenage mutant ninja turtles","coke","Friends","N/A","Pizza"
"632320","3","3.0","Week day lunch,At a party","16.0","teenage mutant ninja turtles","coke","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"633520","3","13.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.5","cloudy with a chance of meatballs","crush","Teachers","A little (mild)","Pizza"
